0,0.188,-3.187,-0.11105,0,0,0.1587,-0.18255,-0.63482,0.7302,5.5511e-17,-4.4409e-16,-5.2369e-07,0,0
0.01,0.188,-3.187,-0.11105,0,0,0.1587,-0.18255,-0.60993,0.70157,5.5511e-17,-4.4409e-16,-5.2369e-07,0,0
0.012,0.188,-3.187,-0.11105,0,0,0.1587,-0.18255,-0.53139,0.62303,5.5511e-17,-4.4409e-16,-5.2369e-07,0,0
0.02,0.188,-3.187,-0.11105,0,0,0.1587,-0.18255,-0.21723,0.30887,5.5511e-17,-4.4409e-16,-5.2369e-07,0,0.00017219
0.024,0.188,-3.187,-0.11105,0,0,0.15127,-0.17399,-0.060148,0.15179,5.5511e-17,-4.4409e-16,-5.2369e-07,0,0.00024379
0.03,0.188,-3.187,-0.11105,0,0,0.15127,-0.17399,0.044013,-0.054316,5.5511e-17,-4.4409e-16,-5.2369e-07,0,0.00047022
0.036,0.18801,-3.187,-0.11105,0,0,0.14772,-0.16934,0.043319,-0.053437,1.0641e-05,-1.1183e-07,1.0294e-06,0,0.00066322
0.04,0.18801,-3.187,-0.11105,0,0,0.14772,-0.16934,0.042632,-0.052589,1.0641e-05,-1.1183e-07,1.0294e-06,0,0.00086626
0.048,0.18805,-3.187,-0.11104,0,0,0.1481,-0.16945,0.041332,-0.050986,4.9078e-05,-5.0294e-07,6.6053e-06,0,0.0012121
0.05,0.18805,-3.187,-0.11104,0,0,0.1481,-0.16945,0.041003,-0.05058,4.9078e-05,-5.0294e-07,6.6053e-06,0,0.0013342
0.06,0.18813,-3.187,-0.11103,0,0,0.1486,-0.17007,0.039385,-0.04858,0.00012759,-1.3041e-06,1.8035e-05,0,0.001855
0.07,0.18813,-3.187,-0.11103,0,0,0.1486,-0.17007,0.037841,-0.046676,0.00012759,-1.3041e-06,1.8035e-05,0,0.0024637
0.072,0.18825,-3.187,-0.11101,0,0,0.14909,-0.17067,0.037494,-0.046244,0.00025497,-2.6096e-06,3.6645e-05,0,0.002567
0.08,0.18825,-3.187,-0.11101,0,0,0.14909,-0.17067,0.036313,-0.044787,0.00025497,-2.6096e-06,3.6645e-05,0,0.0031024
0.084,0.18843,-3.1871,-0.11098,0,0,0.14955,-0.17124,0.03565,-0.043966,0.00043753,-4.4866e-06,6.3407e-05,0,0.0033298
0.09,0.18843,-3.1871,-0.11098,0,0,0.14955,-0.17124,0.034804,-0.042923,0.00043753,-4.4866e-06,6.3407e-05,0,0.0037624
0.096,0.18867,-3.1871,-0.11095,0,0,0.14999,-0.17178,0.033847,-0.041739,0.00067977,-6.9827e-06,9.9035e-05,0,0.0041303
0.1,0.18867,-3.1871,-0.11095,0.020532,-0.025393,0.14999,-0.17178,0.03331,-0.041076,0.00067977,-6.9827e-06,9.9035e-05,0,0.0044368
0.108,0.18898,-3.1871,-0.1109,0.020532,-0.025393,0.15041,-0.1723,0.031646,-0.038959,0.00098493,-1.013e-05,0.00014405,0,0.0049589
0.11,0.18898,-3.1871,-0.1109,0.020532,-0.025393,0.15041,-0.1723,0.031394,-0.038649,0.00098493,-1.013e-05,0.00014405,0,0.0051202
0.12,0.18935,-3.1872,-0.11085,0.020532,-0.025393,0.1508,-0.17278,0.02992,-0.036828,0.0013553,-1.395e-05,0.00019886,0,0.0058083
0.13,0.18935,-3.1872,-0.11085,0.020532,-0.025393,0.1508,-0.17278,0.028747,-0.035384,0.0013553,-1.395e-05,0.00019886,0,0.006548
0.132,0.18978,-3.1872,-0.11078,0.020532,-0.025393,0.15117,-0.17324,0.028231,-0.03474,0.0017926,-1.8454e-05,0.00026373,0,0.0066735
0.14,0.18978,-3.1872,-0.11078,0.020532,-0.025393,0.15117,-0.17324,0.027342,-0.033646,0.0017926,-1.8454e-05,0.00026373,0,0.0072893
0.144,0.19028,-3.1873,-0.11071,0.020532,-0.025393,0.15152,-0.17367,0.026582,-0.032702,0.0022979,-2.3644e-05,0.0003389,0,0.0075509
0.15,0.19028,-3.1873,-0.11071,0.020532,-0.025393,0.15152,-0.17367,0.025951,-0.031926,0.0022979,-2.3644e-05,0.0003389,0,0.0078913
0.156,0.19085,-3.1873,-0.11062,0.020532,-0.025393,0.15185,-0.17408,0.030038,-0.036348,-0.0022148,-2.9842e-05,-0.00055499,0.0050897,0.0081814
0.16,0.19085,-3.1873,-0.11062,0.020532,-0.025393,0.15185,-0.17408,0.029561,-0.035771,-0.0022148,-2.9842e-05,-0.00055499,0.0050897,0.0084745
